Timestamp,Asset_ID,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Logistics_Delay,Weather_Condition,Road_Type,Fuel_Cost,Departure_Time,Estimated_Arrival_Time,Actual_Arrival_Time,Year,Month,First_Day_of_Month,First_Day_Weekday,Day_of_Month,WeekNumber,Week_Label
2024-01-04 22:52:00,Truck_5,37.0312478,126.955613,36.7203197,127.4453782,130,Delayed,26.91315994,52.056616,Congested,108.7488919,487,4,Extreme Temperature,84.1,1,Snowy,Rural,1.460926696,2024-01-04 22:52:00,2024-01-05 13:44:29.601084000,2024-01-05 14:44:29.601084000,2024,1,2024-01-01 11:37:00,0,4,1,1월 1주
2024-01-04 23:32:00,Truck_6,37.0312478,126.955613,36.8895433,126.6455811,332,Delivered,15.55082044,42.22316268,Moderate,28.68398569,363,6,No Delay,90.1,0,Partly Cloudy,Rural,2.315580603,2024-01-04 23:32:00,2024-01-05 07:24:06.234848400,2024-01-05 07:24:06.234848400,2024,1,2024-01-01 11:37:00,0,4,1,1월 1주
2024-01-05 03:23:00,Truck_9,37.0312478,126.955613,36.8539871,126.4523354,145,Delivered,20.10580656,57.90555631,Moderate,25.52335471,421,2,No Delay,93.9,0,Partly Cloudy,Urban,2.063242943,2024-01-05 03:23:00,2024-01-05 10:56:08.407695600,2024-01-05 10:56:08.407695600,2024,1,2024-01-01 11:37:00,0,5,1,1월 1주
2024-01-05 21:06:00,Truck_4,37.0312478,126.955613,36.8895433,126.6455811,155,Delivered,19.35068298,55.89821761,Smooth,18.81951235,342,6,No Delay,88.2,0,Partly Cloudy,Highway,1.760223737,2024-01-05 21:06:00,2024-01-06 03:58:55.024446000,2024-01-06 03:58:55.024446000,2024,1,2024-01-01 11:37:00,0,5,1,1월 1주
2024-01-05 22:46:00,Truck_3,37.0312478,126.955613,35.2051378,128.6846279,429,Delivered,23.65683879,44.83656436,Smooth,27.17920991,446,4,No Delay,65.7,0,Partly Cloudy,Highway,2.358708116,2024-01-05 22:46:00,2024-01-06 03:29:04.515567600,2024-01-06 03:29:04.515567600,2024,1,2024-01-01 11:37:00,0,5,1,1월 1주
2024-01-06 05:22:00,Truck_10,37.0312478,126.955613,36.9103285,127.5534331,356,Delivered,16.84381018,54.4954259,Smooth,23.60905945,345,3,No Delay,84.0,0,Clear,Rural,1.205147926,2024-01-06 05:22:00,2024-01-06 12:43:39.261402000,2024-01-06 12:43:39.261402000,2024,1,2024-01-01 11:37:00,0,6,1,1월 1주
2024-01-06 21:16:00,Truck_4,37.0312478,126.955613,36.906734,127.4805695,454,Delivered,25.01707025,51.73098607,Moderate,6.127158617,112,10,No Delay,73.2,0,Partly Cloudy,Highway,1.36987442,2024-01-06 21:16:00,2024-01-07 03:52:45.777102120,2024-01-07 03:52:45.777102120,2024,1,2024-01-01 11:37:00,0,6,1,1월 1주
2024-01-07 09:13:00,Truck_6,37.0312478,126.955613,35.6494541,128.4266993,314,Delivered,17.6064239,47.45150826,Smooth,6.922028298,396,10,No Delay,78.6,0,Clear,Highway,2.216247686,2024-01-07 09:13:00,2024-01-07 14:54:31.930187280,2024-01-07 14:54:31.930187280,2024,1,2024-01-01 11:37:00,0,7,1,1월 1주
2024-01-07 12:49:00,Truck_4,37.0312478,126.955613,36.7203197,127.4453782,276,Delivered,21.74024613,65.79384024,Smooth,10.8048646,467,4,No Delay,84.6,0,Clear,Highway,2.463703136,2024-01-07 12:49:00,2024-01-07 17:53:49.751256000,2024-01-07 17:53:49.751256000,2024,1,2024-01-01 11:37:00,0,7,1,1월 1주
2024-01-07 15:00:00,Truck_9,37.0312478,126.955613,37.4378313,126.8880536,203,Delivered,22.99543301,62.45153049,Smooth,26.09788687,123,9,No Delay,84.1,0,Clear,Urban,1.490696406,2024-01-07 15:00:00,2024-01-07 20:36:35.239273200,2024-01-07 20:36:35.239273200,2024,1,2024-01-01 11:37:00,0,7,1,1월 1주
2024-01-08 09:23:00,Truck_9,37.0312478,126.955613,35.2051378,128.6846279,258,Delivered,17.01412276,54.78458754,Moderate,27.81619394,413,8,No Delay,86.9,0,Clear,Rural,2.351698749,2024-01-08 09:23:00,2024-01-08 15:09:53.829818400,2024-01-08 15:09:53.829818400,2024,1,2024-01-01 11:37:00,0,8,2,1월 2주
2024-01-08 10:20:00,Truck_2,37.0312478,126.955613,35.6494541,128.4266993,172,Delivered,27.3326983,50.21234668,Moderate,23.76133773,259,1,No Delay,65.2,0,Partly Cloudy,Rural,1.671725562,2024-01-08 10:20:00,2024-01-08 16:42:34.081582800,2024-01-08 16:42:34.081582800,2024,1,2024-01-01 11:37:00,0,8,2,1월 2주
2024-01-08 14:39:00,Truck_7,37.0312478,126.955613,35.2001808,126.8073075,201,Delivered,22.58936862,42.30409145,Moderate,25.3968351,198,7,No Delay,93.9,0,Partly Cloudy,Highway,1.927501912,2024-01-08 14:39:00,2024-01-08 23:11:22.860636000,2024-01-08 23:11:22.860636000,2024,1,2024-01-01 11:37:00,0,8,2,1월 2주
2024-01-08 21:16:00,Truck_5,37.0312478,126.955613,36.7203197,127.4453782,123,Delivered,18.03023503,47.2606624,Moderate,0.585079428,303,3,No Delay,64.9,0,Clear,Highway,2.422646358,2024-01-08 21:16:00,2024-01-09 03:19:30.628594080,2024-01-09 03:19:30.628594080,2024,1,2024-01-01 11:37:00,0,8,2,1월 2주
2024-01-09 03:30:00,Truck_5,37.0312478,126.955613,36.906734,127.4805695,187,Delivered,26.91773317,49.19390404,Smooth,23.97714283,382,7,No Delay,67.4,0,Clear,Highway,2.100268217,2024-01-09 03:30:00,2024-01-09 08:53:51.771418800,2024-01-09 08:53:51.771418800,2024,1,2024-01-01 11:37:00,0,9,2,1월 2주
2024-01-09 08:52:00,Truck_7,37.0312478,126.955613,37.4378313,126.8880536,461,Delivered,16.72153308,52.10803007,Moderate,23.59449103,185,4,No Delay,77.8,0,Partly Cloudy,Rural,1.841428711,2024-01-09 08:52:00,2024-01-09 15:13:34.016770800,2024-01-09 15:13:34.016770800,2024,1,2024-01-01 11:37:00,0,9,2,1월 2주
2024-01-09 21:49:00,Truck_2,37.0312478,126.955613,35.2001808,126.8073075,375,Delivered,19.75142516,53.03209957,Smooth,17.16163918,119,7,No Delay,96.9,0,Clear,Urban,1.83601052,2024-01-09 21:49:00,2024-01-10 02:31:58.190104800,2024-01-10 02:31:58.190104800,2024,1,2024-01-01 11:37:00,0,9,2,1월 2주
2024-01-09 23:19:00,Truck_9,37.0312478,126.955613,35.2001808,126.8073075,319,Delayed,21.32742268,64.13483927,Congested,69.4657215,360,4,High Humidity,69.8,1,Snowy,Urban,2.257823352,2024-01-09 23:19:00,2024-01-10 11:15:47.659740000,2024-01-10 12:15:47.659740000,2024,1,2024-01-01 11:37:00,0,9,2,1월 2주
2024-01-09 23:18:00,Truck_7,37.0312478,126.955613,36.9103285,127.5534331,483,Delivered,15.00017452,67.45182198,Smooth,22.43770954,243,1,No Delay,73.7,0,Clear,Urban,1.536316591,2024-01-09 23:18:00,2024-01-10 06:32:37.575434400,2024-01-10 06:32:37.575434400,2024,1,2024-01-01 11:37:00,0,9,2,1월 2주
2024-01-10 01:05:00,Truck_9,37.0312478,126.955613,35.2001808,126.8073075,386,Delivered,20.48521122,67.13079325,Smooth,12.9148075,456,7,No Delay,87.6,0,Clear,Highway,2.145449012,2024-01-10 01:05:00,2024-01-10 04:22:29.330700000,2024-01-10 04:22:29.330700000,2024,1,2024-01-01 11:37:00,0,10,2,1월 2주
2024-01-10 12:44:00,Truck_10,37.0312478,126.955613,36.7489946,126.5162579,355,Delivered,25.29490795,59.65521144,Moderate,13.05692154,323,4,No Delay,72.6,0,Clear,Urban,1.282138026,2024-01-10 12:44:00,2024-01-10 17:02:20.491754400,2024-01-10 17:02:20.491754400,2024,1,2024-01-01 11:37:00,0,10,2,1월 2주
2024-01-10 16:52:00,Truck_1,37.0312478,126.955613,36.8539871,126.4523354,199,Delivered,20.20915559,51.19367855,Moderate,9.545624384,476,10,No Delay,81.3,0,Partly Cloudy,Urban,1.547785139,2024-01-10 16:52:00,2024-01-10 23:49:16.424778240,2024-01-10 23:49:16.424778240,2024,1,2024-01-01 11:37:00,0,10,2,1월 2주
2024-01-10 20:02:00,Truck_1,37.0312478,126.955613,36.8539871,126.4523354,465,Delivered,22.15265202,51.56792778,Smooth,5.934732865,112,8,No Delay,97.1,0,Clear,Highway,2.044405846,2024-01-10 20:02:00,2024-01-10 23:37:36.503831400,2024-01-10 23:37:36.503831400,2024,1,2024-01-01 11:37:00,0,10,2,1월 2주
2024-01-11 03:09:00,Truck_3,37.0312478,126.955613,35.6494541,128.4266993,258,Delivered,23.12557219,55.83032399,Smooth,0.047539334,466,7,No Delay,80.6,0,Partly Cloudy,Highway,2.139599279,2024-01-11 03:09:00,2024-01-11 06:09:17.114160240,2024-01-11 06:09:17.114160240,2024,1,2024-01-01 11:37:00,0,11,2,1월 2주
2024-01-11 15:19:00,Truck_5,37.0312478,126.955613,37.4378313,126.8880536,419,Delivered,18.86410831,58.61421355,Moderate,10.2328295,236,10,No Delay,95.9,0,Clear,Rural,2.477718153,2024-01-11 15:19:00,2024-01-11 19:20:23.818620000,2024-01-11 19:20:23.818620000,2024,1,2024-01-01 11:37:00,0,11,2,1월 2주
2024-01-11 20:19:00,Truck_10,37.0312478,126.955613,36.7203197,127.4453782,410,Delivered,16.15293113,42.46816973,Smooth,28.02759897,172,5,No Delay,86.2,0,Clear,Rural,2.086321147,2024-01-11 20:19:00,2024-01-12 04:07:09.935629200,2024-01-12 04:07:09.935629200,2024,1,2024-01-01 11:37:00,0,11,2,1월 2주
2024-01-12 02:20:00,Truck_4,37.0312478,126.955613,36.0025594,129.4174365,128,Delayed,26.3137239,60.64136671,Congested,40.7929673,404,8,Extreme Temperature,81.3,1,Snowy,Rural,1.853956872,2024-01-12 02:20:00,2024-01-12 08:24:45.468228000,2024-01-12 10:24:45.468228000,2024,1,2024-01-01 11:37:00,0,12,2,1월 2주
2024-01-12 17:01:00,Truck_9,37.0312478,126.955613,35.2001808,126.8073075,179,Delivered,15.21472917,48.98150121,Smooth,2.86723343,485,10,No Delay,75.8,0,Clear,Highway,1.51338365,2024-01-12 17:01:00,2024-01-12 19:18:12.204034800,2024-01-12 19:18:12.204034800,2024,1,2024-01-01 11:37:00,0,12,2,1월 2주
2024-01-13 15:51:00,Truck_1,37.0312478,126.955613,37.0907725,126.9191283,147,Delivered,25.03533506,69.05611995,Smooth,20.37475037,439,9,No Delay,75.2,0,Clear,Urban,1.455667402,2024-01-13 15:51:00,2024-01-13 21:53:14.910133200,2024-01-13 21:53:14.910133200,2024,1,2024-01-01 11:37:00,0,13,2,1월 2주
2024-01-13 16:35:00,Truck_9,37.0312478,126.955613,36.8895433,126.6455811,169,Delayed,26.48320126,51.37121456,Accident,73.20166589,482,4,Extreme Temperature,80.5,1,Foggy,Urban,1.582984333,2024-01-13 16:35:00,2024-01-14 03:54:12.599720400,2024-01-14 04:54:12.599720400,2024,1,2024-01-01 11:37:00,0,13,2,1월 2주
2024-01-13 18:59:00,Truck_6,37.0312478,126.955613,36.8539871,126.4523354,286,Delivered,15.70277863,64.77132855,Smooth,11.7502679,382,5,No Delay,71.9,0,Partly Cloudy,Urban,2.075044753,2024-01-13 18:59:00,2024-01-14 00:09:30.096444000,2024-01-14 00:09:30.096444000,2024,1,2024-01-01 11:37:00,0,13,2,1월 2주
2024-01-13 21:47:00,Truck_5,37.0312478,126.955613,36.9103285,127.5534331,324,Delivered,18.17991082,58.45387422,Smooth,2.375592273,233,9,No Delay,90.2,0,Partly Cloudy,Rural,2.303188517,2024-01-13 21:47:00,2024-01-14 01:01:15.213218280,2024-01-14 01:01:15.213218280,2024,1,2024-01-01 11:37:00,0,13,2,1월 2주
2024-01-13 21:07:00,Truck_1,37.0312478,126.955613,36.7203197,127.4453782,339,Delivered,18.69905452,44.88372968,Moderate,25.33564594,488,3,No Delay,89.3,0,Clear,Rural,1.338119421,2024-01-13 21:07:00,2024-01-14 05:39:00.832538400,2024-01-14 05:39:00.832538400,2024,1,2024-01-01 11:37:00,0,13,2,1월 2주
2024-01-14 09:22:00,Truck_2,37.0312478,126.955613,36.0025594,129.4174365,455,Delivered,24.55353476,57.30107197,Moderate,8.812856191,410,9,No Delay,84.9,0,Partly Cloudy,Rural,1.669933295,2024-01-14 09:22:00,2024-01-14 16:14:52.628228760,2024-01-14 16:14:52.628228760,2024,1,2024-01-01 11:37:00,0,14,2,1월 2주
2024-01-14 20:39:00,Truck_2,37.0312478,126.955613,36.906734,127.4805695,240,Delayed,27.09605426,57.97133761,Accident,98.04038176,462,1,Extreme Temperature,61.2,1,Rainy,Rural,1.44729631,2024-01-14 20:39:00,2024-01-15 11:27:14.537433600,2024-01-15 14:27:14.537433600,2024,1,2024-01-01 11:37:00,0,14,2,1월 2주
2024-01-15 07:48:00,Truck_10,37.0312478,126.955613,35.6494541,128.4266993,334,Delivered,17.72420952,47.97785352,Smooth,2.103541372,106,5,No Delay,97.2,0,Clear,Rural,2.467200796,2024-01-15 07:48:00,2024-01-15 13:00:37.274893920,2024-01-15 13:00:37.274893920,2024,1,2024-01-01 11:37:00,0,15,3,1월 3주
2024-01-15 08:13:00,Truck_6,37.0312478,126.955613,36.7203197,127.4453782,487,Delivered,21.17648312,42.30938401,Smooth,29.54850949,432,9,No Delay,72.3,0,Partly Cloudy,Highway,1.467307934,2024-01-15 08:13:00,2024-01-15 15:10:17.463416400,2024-01-15 15:10:17.463416400,2024,1,2024-01-01 11:37:00,0,15,3,1월 3주
2024-01-15 12:01:00,Truck_1,37.0312478,126.955613,36.7203197,127.4453782,486,Delivered,20.89792802,43.61162736,Smooth,7.830859959,158,7,No Delay,62.6,0,Clear,Highway,2.060745374,2024-01-15 12:01:00,2024-01-15 15:47:59.109585240,2024-01-15 15:47:59.109585240,2024,1,2024-01-01 11:37:00,0,15,3,1월 3주
2024-01-16 04:10:00,Truck_6,37.0312478,126.955613,35.953584,127.001331,419,Delayed,29.71715598,42.0170254,Accident,34.54100136,378,2,Extreme Temperature,74.3,1,Rainy,Rural,2.0538598,2024-01-16 04:10:00,2024-01-16 10:37:14.760489600,2024-01-16 13:37:14.760489600,2024,1,2024-01-01 11:37:00,0,16,3,1월 3주
2024-01-16 09:47:00,Truck_10,37.0312478,126.955613,36.0907733,128.365587,256,Delivered,25.0285897,61.49191336,Smooth,12.85994473,462,1,No Delay,95.5,0,Clear,Rural,2.195206381,2024-01-16 09:47:00,2024-01-16 15:04:09.580102800,2024-01-16 15:04:09.580102800,2024,1,2024-01-01 11:37:00,0,16,3,1월 3주
2024-01-16 17:28:00,Truck_7,37.0312478,126.955613,36.8895433,126.6455811,380,Delivered,17.85161475,57.03922892,Smooth,16.37707678,373,3,No Delay,97.1,0,Partly Cloudy,Rural,1.264471561,2024-01-16 17:28:00,2024-01-16 22:06:15.747640800,2024-01-16 22:06:15.747640800,2024,1,2024-01-01 11:37:00,0,16,3,1월 3주
2024-01-17 03:33:00,Truck_10,37.0312478,126.955613,36.0907733,128.365587,399,Delivered,19.05371538,53.64293028,Moderate,28.65728305,239,1,No Delay,67.6,0,Partly Cloudy,Highway,1.757549706,2024-01-17 03:33:00,2024-01-17 11:24:56.621898000,2024-01-17 11:24:56.621898000,2024,1,2024-01-01 11:37:00,0,17,3,1월 3주
2024-01-17 04:29:00,Truck_1,37.0312478,126.955613,36.0025594,129.4174365,292,Delayed,26.97570511,60.96846485,Congested,71.0489574,358,9,Extreme Temperature,77.7,1,Snowy,Urban,2.449078242,2024-01-17 04:29:00,2024-01-17 16:35:17.624664000,2024-01-17 19:35:17.624664000,2024,1,2024-01-01 11:37:00,0,17,3,1월 3주
2024-01-18 08:34:00,Truck_2,37.0312478,126.955613,35.5408333,129.381896,491,Delayed,20.54719884,64.82659157,Congested,78.18337854,111,1,High Humidity,97.1,1,Foggy,Highway,1.412701435,2024-01-18 08:34:00,2024-01-18 20:23:06.016274400,2024-01-18 21:23:06.016274400,2024,1,2024-01-01 11:37:00,0,18,3,1월 3주
2024-01-18 08:27:00,Truck_9,37.0312478,126.955613,37.4378313,126.8880536,245,Delayed,28.47840907,50.30160107,Congested,66.79137155,183,2,Extreme Temperature,69.6,1,Rainy,Rural,1.450498423,2024-01-18 08:27:00,2024-01-18 20:07:44.893758000,2024-01-18 22:07:44.893758000,2024,1,2024-01-01 11:37:00,0,18,3,1월 3주
2024-01-18 17:13:00,Truck_1,37.0312478,126.955613,37.4378313,126.8880536,299,Delivered,15.15196776,47.24501884,Smooth,11.952014,303,1,No Delay,88.1,0,Partly Cloudy,Rural,1.897483291,2024-01-18 17:13:00,2024-01-18 23:24:42.725040000,2024-01-18 23:24:42.725040000,2024,1,2024-01-01 11:37:00,0,18,3,1월 3주
2024-01-19 00:15:00,Truck_7,37.0312478,126.955613,36.9103285,127.5534331,223,Delivered,28.22891637,68.54472131,Smooth,1.692040733,154,4,No Delay,62.9,0,Clear,Urban,2.416052272,2024-01-19 00:15:00,2024-01-19 02:25:09.134663880,2024-01-19 02:25:09.134663880,2024,1,2024-01-01 11:37:00,0,19,3,1월 3주
2024-01-19 06:42:00,Truck_5,37.0312478,126.955613,35.953584,127.001331,409,Delivered,16.43098916,54.46396297,Smooth,0.177721964,492,3,No Delay,72.6,0,Clear,Rural,2.17449857,2024-01-19 06:42:00,2024-01-19 10:43:03.979907039,2024-01-19 10:43:03.979907039,2024,1,2024-01-01 11:37:00,0,19,3,1월 3주
2024-01-19 14:28:00,Truck_6,37.0312478,126.955613,36.7489946,126.5162579,166,Delayed,28.81491782,46.94425641,Congested,103.2066204,210,4,Extreme Temperature,82.9,1,Rainy,Highway,1.535910442,2024-01-19 14:28:00,2024-01-20 02:47:14.383344000,2024-01-20 03:47:14.383344000,2024,1,2024-01-01 11:37:00,0,19,3,1월 3주
2024-01-20 14:38:00,Truck_10,37.0312478,126.955613,35.953584,127.001331,437,Delivered,26.42852719,46.34907696,Moderate,15.69877389,177,5,No Delay,93.3,0,Partly Cloudy,Highway,2.428899152,2024-01-20 14:38:00,2024-01-20 21:12:11.558600399,2024-01-20 21:12:11.558600399,2024,1,2024-01-01 11:37:00,0,20,3,1월 3주
2024-01-20 21:06:00,Truck_1,37.0312478,126.955613,36.906734,127.4805695,332,Delivered,17.4705953,47.52679137,Moderate,16.8345344,279,2,No Delay,61.8,0,Partly Cloudy,Urban,1.946956857,2024-01-20 21:06:00,2024-01-21 03:47:00.432384000,2024-01-21 03:47:00.432384000,2024,1,2024-01-01 11:37:00,0,20,3,1월 3주
2024-01-21 03:11:00,Truck_2,37.0312478,126.955613,36.9103285,127.5534331,184,Delivered,26.89281629,60.17381494,Smooth,5.90276333,126,4,No Delay,90.4,0,Clear,Highway,1.807123226,2024-01-21 03:11:00,2024-01-21 05:46:24.994798800,2024-01-21 05:46:24.994798800,2024,1,2024-01-01 11:37:00,0,21,3,1월 3주
2024-01-21 09:04:00,Truck_9,37.0312478,126.955613,36.906734,127.4805695,419,Delayed,29.14086479,47.39975847,Accident,34.3706451,277,2,Extreme Temperature,68.3,1,Rainy,Rural,1.860862134,2024-01-21 09:04:00,2024-01-21 14:30:13.432236000,2024-01-21 16:30:13.432236000,2024,1,2024-01-01 11:37:00,0,21,3,1월 3주
2024-01-21 12:56:00,Truck_1,37.0312478,126.955613,36.8895433,126.6455811,311,Delivered,27.251692,63.49893949,Smooth,17.71142896,415,1,No Delay,76.4,0,Clear,Urban,2.027867904,2024-01-21 12:56:00,2024-01-21 18:42:16.114425600,2024-01-21 18:42:16.114425600,2024,1,2024-01-01 11:37:00,0,21,3,1월 3주
2024-01-21 13:17:00,Truck_1,37.0312478,126.955613,36.7489946,126.5162579,334,Delivered,17.11204423,41.66816565,Moderate,7.202541058,317,3,No Delay,73.0,0,Partly Cloudy,Highway,1.775836314,2024-01-21 13:17:00,2024-01-21 18:00:12.914780880,2024-01-21 18:00:12.914780880,2024,1,2024-01-01 11:37:00,0,21,3,1월 3주
2024-01-21 23:13:00,Truck_5,37.0312478,126.955613,36.9103285,127.5534331,356,Delivered,23.47995382,52.55001592,Smooth,22.88978809,291,6,No Delay,90.7,0,Partly Cloudy,Highway,1.828646961,2024-01-21 23:13:00,2024-01-22 06:30:20.323712400,2024-01-22 06:30:20.323712400,2024,1,2024-01-01 11:37:00,0,21,3,1월 3주
2024-01-22 00:34:00,Truck_5,37.0312478,126.955613,36.8539871,126.4523354,405,Delivered,15.54028227,52.09623268,Moderate,7.755017031,348,3,No Delay,78.3,0,Clear,Rural,2.400119325,2024-01-22 00:34:00,2024-01-22 04:20:31.806131160,2024-01-22 04:20:31.806131160,2024,1,2024-01-01 11:37:00,0,22,4,1월 4주
2024-01-23 05:35:00,Truck_9,37.0312478,126.955613,36.8539871,126.4523354,356,Delivered,17.48932343,42.43447536,Smooth,4.023588681,118,3,No Delay,77.8,0,Clear,Rural,2.367590378,2024-01-23 05:35:00,2024-01-23 10:59:08.491925160,2024-01-23 10:59:08.491925160,2024,1,2024-01-01 11:37:00,0,23,4,1월 4주
2024-01-23 18:52:00,Truck_8,37.0312478,126.955613,36.7203197,127.4453782,247,Delayed,16.03511389,66.58545316,Accident,63.61862667,190,10,High Humidity,93.6,1,Rainy,Rural,2.328356635,2024-01-23 18:52:00,2024-01-24 04:13:42.705601200,2024-01-24 06:13:42.705601200,2024,1,2024-01-01 11:37:00,0,23,4,1월 4주
2024-01-24 08:44:00,Truck_3,37.0312478,126.955613,37.0907725,126.9191283,231,Delivered,22.46309778,45.04610967,Moderate,8.450380634,221,1,No Delay,84.8,0,Partly Cloudy,Rural,1.304023751,2024-01-24 08:44:00,2024-01-24 13:34:42.137028240,2024-01-24 13:34:42.137028240,2024,1,2024-01-01 11:37:00,0,24,4,1월 4주
2024-01-25 11:27:00,Truck_2,37.0312478,126.955613,36.7489946,126.5162579,349,Delivered,16.25196127,47.45128781,Smooth,18.58044747,296,3,No Delay,72.3,0,Partly Cloudy,Urban,1.204813129,2024-01-25 11:27:00,2024-01-25 16:18:28.961089200,2024-01-25 16:18:28.961089200,2024,1,2024-01-01 11:37:00,0,25,4,1월 4주
2024-01-25 12:09:00,Truck_6,37.0312478,126.955613,36.7489946,126.5162579,401,Delivered,17.98822912,43.34779,Moderate,9.864054137,494,4,No Delay,81.1,0,Partly Cloudy,Urban,1.775036095,2024-01-25 12:09:00,2024-01-25 16:08:11.059489320,2024-01-25 16:08:11.059489320,2024,1,2024-01-01 11:37:00,0,25,4,1월 4주
2024-01-25 20:15:00,Truck_2,37.0312478,126.955613,36.7489946,126.5162579,213,Delivered,22.80254838,57.379434,Smooth,14.501762,353,8,No Delay,82.6,0,Clear,Urban,1.739702379,2024-01-25 20:15:00,2024-01-26 00:42:00.634320000,2024-01-26 00:42:00.634320000,2024,1,2024-01-01 11:37:00,0,25,4,1월 4주
